subjects	temperature	ratings_intensity	ratings_unpleasantness	regulation
14	45	18.9516129	43.75	-1
14	48	37.5	38.91129032	-1
14	46	38.30645161	41.12903226	-1
14	47	35.48387097	41.93548387	-1
14	44	17.74193548	44.95967742	0
14	48	45.16129032	35.48387097	0
14	45	12.5	44.15322581	0
14	47	36.69354839	37.5	0
14	49	59.67741935	27.01612903	0
14	46	31.85483871	40.12096774	0
15	49	37.09677419	36.49193548	0
15	48	34.27419355	37.5	0
15	47	32.66129032	37.2983871	0
15	45	14.91935484	44.15322581	0
15	46	19.35483871	40.72580645	0
15	44	16.93548387	42.13709677	0
15	48	54.03225806	26.00806452	1
15	47	35.08064516	36.08870968	1
15	46	36.69354839	37.2983871	1
15	45	29.03225806	39.91935484	1
15	49	52.01612903	29.03225806	1
15	44	13.70967742	46.16935484	1
15	49	55.64516129	26.61290323	-1
15	44	10.08064516	50.2016129	-1
15	48	45.96774194	30.84677419	-1
15	45	17.33870968	41.93548387	-1
15	47	25.40322581	40.32258065	-1
15	46	19.35483871	39.11290323	-1
15	49	33.06451613	37.09677419	-1
15	48	10.88709677	44.75806452	-1
15	44	12.5	48.99193548	-1
15	47	20.16129032	40.92741935	-1
15	46	19.75806452	39.91935484	-1
15	45	13.30645161	42.94354839	-1
15	47	24.19354839	36.89516129	1
15	48	33.46774194	38.30645161	1
15	49	35.08064516	36.08870968	1
15	44	12.5	41.73387097	1
15	45	31.4516129	37.09677419	1
15	46	21.77419355	40.32258065	1
15	48	47.17741935	31.25	0
15	49	45.56451613	31.65322581	0
15	45	15.32258065	40.52419355	0
15	44	16.93548387	40.12096774	0
15	47	25.80645161	37.7016129	0
15	46	40.32258065	33.66935484	0
15	49	43.9516129	33.06451613	-1
15	46	14.11290323	42.54032258	-1
15	47	25	37.7016129	-1
15	44	5.64516129	50	-1
15	45	11.29032258	51.20967742	-1
15	48	49.59677419	31.85483871	-1
15	49	36.69354839	33.06451613	0
15	46	17.74193548	39.51612903	0
15	44	7.258064516	50	0
15	47	32.25806452	40.12096774	0
15	48	32.25806452	37.2983871	0
15	45	10.88709677	46.97580645	0
15	49	42.33870968	33.66935484	1
15	45	11.69354839	43.5483871	1
15	46	15.72580645	41.53225806	1
15	48	49.19354839	30.64516129	1
15	44	13.70967742	45.36290323	1
15	47	59.67741935	28.83064516	1
16	49	19.75806452	36.49193548	1
16	45	16.53225806	42.33870968	1
16	47	18.9516129	42.74193548	1
16	44	14.51612903	51.00806452	1
16	48	18.9516129	38.30645161	1
16	46	17.33870968	42.74193548	1
16	47	15.72580645	48.99193548	-1
16	45	12.5	52.82258065	-1
16	44	11.69354839	58.87096774	-1
16	48	27.82258065	39.71774194	-1
16	46	17.33870968	48.58870968	-1
16	49	25.40322581	40.92741935	-1
16	47	22.58064516	41.12903226	0
16	49	31.4516129	35.88709677	0
16	46	22.98387097	40.12096774	0
16	44	18.14516129	45.96774194	0
16	45	15.72580645	46.16935484	0
16	48	25.40322581	39.31451613	0
16	46	16.53225806	50	0
16	47	20.16129032	46.37096774	0
16	49	23.79032258	44.75806452	0
16	44	13.70967742	56.65322581	0
16	45	15.72580645	45.96774194	0
16	48	27.41935484	38.10483871	0
16	46	16.93548387	45.76612903	-1
16	45	16.93548387	48.79032258	-1
16	48	27.01612903	40.52419355	-1
16	47	25.80645161	40.72580645	-1
16	49	29.03225806	38.91129032	-1
16	44	15.32258065	50.2016129	-1
16	49	32.25806452	38.91129032	1
16	44	16.12903226	47.58064516	1
16	45	20.96774194	45.36290323	1
16	48	16.93548387	41.33064516	1
16	46	19.35483871	42.54032258	1
16	47	22.98387097	40.32258065	1
16	44	11.29032258	57.86290323	0
16	47	17.33870968	45.36290323	0
16	46	19.75806452	50.2016129	0
16	48	26.20967742	45.96774194	0
16	45	17.33870968	51.41129032	0
16	49	27.82258065	38.10483871	0
16	48	25.40322581	38.70967742	1
16	45	13.30645161	51.00806452	1
16	44	12.5	50	1
16	49	24.19354839	37.09677419	1
16	46	21.77419355	44.55645161	1
16	47	22.17741935	40.92741935	1
16	46	21.37096774	50	-1
16	45	18.9516129	58.66935484	-1
16	47	21.37096774	44.55645161	-1
16	49	27.82258065	41.53225806	-1
16	44	14.91935484	58.87096774	-1
16	48	20.56451613	39.51612903	-1
17	45	28.62903226	62.90322581	0
17	48	37.90322581	30.24193548	0
17	49	50.40322581	25.2016129	0
17	44	17.33870968	45.36290323	0
17	47	40.72580645	31.25	0
17	46	26.20967742	38.30645161	0
17	48	33.06451613	38.50806452	-1
17	47	31.0483871	40.12096774	-1
17	49	50.40322581	23.79032258	-1
17	45	27.01612903	43.5483871	-1
17	46	26.20967742	39.11290323	-1
17	44	13.30645161	50	-1
17	45	25	39.51612903	1
17	46	29.83870968	35.28225806	1
17	44	8.870967742	56.0483871	1
17	49	50.80645161	26.00806452	1
17	47	45.16129032	32.25806452	1
17	48	45.96774194	23.99193548	1
17	47	19.75806452	44.55645161	-1
17	44	12.5	57.45967742	-1
17	45	12.09677419	47.58064516	-1
17	48	31.4516129	41.33064516	-1
17	49	36.69354839	31.85483871	-1
17	46	18.14516129	46.37096774	-1
17	44	9.274193548	50	0
17	47	34.67741935	36.89516129	0
17	49	47.98387097	24.39516129	0
17	46	35.88709677	44.15322581	0
17	48	47.98387097	25.60483871	0
17	45	32.25806452	43.9516129	0
17	44	12.09677419	42.13709677	1
17	45	8.870967742	36.89516129	1
17	47	33.46774194	31.65322581	1
17	48	47.58064516	30.04032258	1
17	46	43.9516129	30.84677419	1
17	49	49.59677419	24.19354839	1
17	48	41.12903226	24.39516129	1
17	46	31.85483871	33.66935484	1
17	44	14.51612903	49.59677419	1
17	45	16.53225806	36.89516129	1
17	47	47.58064516	25.40322581	1
17	49	48.38709677	21.77419355	1
17	46	12.5	45.96774194	0
17	48	48.79032258	23.58870968	0
17	45	12.5	44.75806452	0
17	49	50.40322581	23.18548387	0
17	44	12.90322581	43.34677419	0
17	47	31.85483871	31.4516129	0
17	45	10.08064516	55.44354839	-1
17	47	25	44.35483871	-1
17	49	41.53225806	26.61290323	-1
17	44	6.451612903	50	-1
17	48	24.59677419	38.30645161	-1
17	46	17.74193548	52.21774194	-1
18	44	22.58064516	58.06451613	1
18	46	13.70967742	50.40322581	1
18	47	57.25806452	29.83870968	1
18	45	15.72580645	48.99193548	1
18	48	62.09677419	17.54032258	1
18	49	64.11290323	18.5483871	1
18	44	13.30645161	59.27419355	0
18	45	7.258064516	56.4516129	0
18	48	49.59677419	33.26612903	0
18	49	50	24.59677419	0
18	46	41.12903226	34.87903226	0
18	47	43.14516129	32.45967742	0
18	48	16.93548387	38.30645161	-1
18	45	4.032258065	59.07258065	-1
18	44	2.822580645	56.4516129	-1
18	46	8.870967742	65.12096774	-1
18	47	16.93548387	60.88709677	-1
18	49	29.83870968	34.87903226	-1
18	46	4.435483871	62.5	0
18	44	4.032258065	57.86290323	0
18	49	66.12903226	27.21774194	0
18	48	47.98387097	30.64516129	0
18	47	25	66.53225806	0
18	45	6.048387097	56.4516129	0
18	44	12.09677419	42.33870968	1
18	47	22.58064516	37.2983871	1
18	46	22.58064516	43.5483871	1
18	49	48.38709677	28.42741935	1
18	45	5.241935484	54.83870968	1
18	48	47.58064516	31.0483871	1
18	47	18.9516129	60.48387097	-1
18	49	38.30645161	42.13709677	-1
18	44	0	50	-1
18	46	18.14516129	58.26612903	-1
18	48	37.5	39.91935484	-1
18	45	13.70967742	61.08870968	-1
18	44	4.838709677	63.91129032	-1
18	48	29.43548387	63.70967742	-1
18	46	15.32258065	64.91935484	-1
18	45	4.435483871	64.51612903	-1
18	47	18.5483871	61.69354839	-1
18	49	50	59.87903226	-1
18	46	24.19354839	39.51612903	1
18	48	58.06451613	23.18548387	1
18	45	19.35483871	50.2016129	1
18	44	13.70967742	36.29032258	1
18	49	72.17741935	23.99193548	1
18	47	41.93548387	27.82258065	1
18	46	13.70967742	56.4516129	0
18	44	2.822580645	53.62903226	0
18	48	35.48387097	39.71774194	0
18	49	51.20967742	29.83870968	0
18	45	12.90322581	54.83870968	0
18	47	47.58064516	37.2983871	0
19	44	3.225806452	49.19354839	-1
19	49	12.09677419	42.13709677	-1
19	45	6.048387097	47.78225806	-1
19	48	23.79032258	40.52419355	-1
19	46	8.870967742	46.77419355	-1
19	47	13.70967742	43.9516129	-1
19	48	20.56451613	38.50806452	1
19	49	21.77419355	35.68548387	1
19	44	8.467741935	47.98387097	1
19	47	36.69354839	35.48387097	1
19	46	20.56451613	36.49193548	1
19	45	8.467741935	46.57258065	1
19	48	23.38709677	43.5483871	0
19	44	3.629032258	49.7983871	0
19	45	8.870967742	54.23387097	0
19	46	12.90322581	43.75	0
19	49	28.22580645	32.25806452	0
19	47	24.19354839	38.30645161	0
19	44	4.032258065	49.59677419	1
19	47	10.08064516	43.9516129	1
19	45	4.435483871	50	1
19	48	27.82258065	33.87096774	1
19	49	37.5	31.65322581	1
19	46	22.58064516	43.5483871	1
19	47	9.677419355	46.37096774	-1
19	49	30.64516129	34.67741935	-1
19	45	12.90322581	45.36290323	-1
19	46	7.661290323	46.97580645	-1
19	48	20.96774194	41.53225806	-1
19	44	14.11290323	55.64516129	-1
19	46	16.93548387	45.36290323	0
19	44	4.435483871	49.39516129	0
19	47	24.59677419	41.12903226	0
19	49	40.32258065	31.85483871	0
19	48	36.69354839	37.09677419	0
19	45	6.85483871	48.79032258	0
19	49	35.88709677	29.83870968	0
19	46	19.35483871	44.15322581	0
19	47	21.37096774	39.91935484	0
19	44	5.64516129	49.59677419	0
19	45	6.048387097	47.37903226	0
19	48	39.11290323	29.83870968	0
19	44	13.30645161	57.86290323	-1
19	49	32.25806452	39.91935484	-1
19	46	11.69354839	48.18548387	-1
19	48	23.79032258	38.70967742	-1
19	45	11.69354839	52.62096774	-1
19	47	7.661290323	47.37903226	-1
19	46	17.33870968	41.73387097	1
19	44	6.85483871	50	1
19	49	32.66129032	33.06451613	1
19	48	37.09677419	32.05645161	1
19	45	16.93548387	45.16129032	1
19	47	40.32258065	33.26612903	1
20	46	14.11290323	57.05645161	-1
20	45	7.661290323	56.4516129	-1
20	47	16.12903226	46.77419355	-1
20	49	16.12903226	42.54032258	-1
20	48	21.77419355	40.12096774	-1
20	44	8.870967742	60.08064516	-1
20	49	22.58064516	37.90322581	0
20	46	16.53225806	44.75806452	0
20	48	18.14516129	41.93548387	0
20	45	7.661290323	46.16935484	0
20	47	12.90322581	43.9516129	0
20	44	4.032258065	54.03225806	0
20	45	9.274193548	42.94354839	1
20	47	14.91935484	40.72580645	1
20	46	6.048387097	45.56451613	1
20	49	22.58064516	36.08870968	1
20	44	9.677419355	44.55645161	1
20	48	23.38709677	34.87903226	1
20	45	10.08064516	44.75806452	1
20	48	15.72580645	40.52419355	1
20	47	16.12903226	39.71774194	1
20	44	6.85483871	54.63709677	1
20	46	6.451612903	45.16129032	1
20	49	27.01612903	35.08064516	1
20	46	6.048387097	53.62903226	0
20	47	12.90322581	46.37096774	0
20	49	19.35483871	38.50806452	0
20	44	4.838709677	54.43548387	0
20	48	22.58064516	38.10483871	0
20	45	8.870967742	44.75806452	0
20	47	10.08064516	45.56451613	-1
20	44	3.629032258	59.27419355	-1
20	45	6.451612903	53.22580645	-1
20	49	33.06451613	33.26612903	-1
20	46	12.5	54.63709677	-1
20	48	16.12903226	40.72580645	-1
20	45	8.870967742	45.16129032	1
20	44	7.258064516	54.63709677	1
20	46	15.32258065	41.53225806	1
20	49	19.35483871	37.7016129	1
20	47	14.91935484	43.9516129	1
20	48	23.38709677	36.29032258	1
20	47	9.677419355	45.76612903	-1
20	44	5.241935484	61.29032258	-1
20	46	16.12903226	58.66935484	-1
20	45	14.91935484	58.06451613	-1
20	48	21.77419355	41.73387097	-1
20	49	37.5	34.87903226	-1
20	47	22.17741935	41.33064516	0
20	44	6.85483871	56.25	0
20	45	8.064516129	56.4516129	0
20	48	20.96774194	38.30645161	0
20	49	45.56451613	35.48387097	0
20	46	16.93548387	55.24193548	0
21	46	2.016129032	48.99193548	0
21	45	1.209677419	50.40322581	0
21	49	22.98387097	41.73387097	0
21	44	1.209677419	50.40322581	0
21	48	12.09677419	48.99193548	0
21	47	12.90322581	44.55645161	0
21	48	16.93548387	41.73387097	1
21	49	16.93548387	43.34677419	1
21	44	5.64516129	47.37903226	1
21	45	10.08064516	45.96774194	1
21	46	15.72580645	39.71774194	1
21	47	16.53225806	38.70967742	1
21	45	4.032258065	51.41129032	-1
21	44	2.419354839	51.20967742	-1
21	47	7.258064516	49.19354839	-1
21	46	2.822580645	50.2016129	-1
21	48	9.274193548	47.98387097	-1
21	49	5.241935484	46.37096774	-1
21	44	0.403225806	50	-1
21	48	5.241935484	45.76612903	-1
21	46	2.016129032	50	-1
21	49	18.5483871	40.12096774	-1
21	45	2.822580645	49.39516129	-1
21	47	2.419354839	48.58870968	-1
21	44	4.032258065	50	1
21	47	13.70967742	44.95967742	1
21	48	15.72580645	42.54032258	1
21	49	22.17741935	36.49193548	1
21	45	9.677419355	44.95967742	1
21	46	6.048387097	47.17741935	1
21	48	17.33870968	41.53225806	0
21	47	8.467741935	44.15322581	0
21	44	1.209677419	50	0
21	46	11.29032258	48.99193548	0
21	45	10.48387097	51.61290323	0
21	49	28.22580645	37.2983871	0
21	46	4.032258065	49.19354839	-1
21	47	3.629032258	48.99193548	-1
21	45	3.225806452	50.2016129	-1
21	48	4.838709677	48.18548387	-1
21	44	0.403225806	50.2016129	-1
21	49	6.85483871	44.95967742	-1
21	48	17.33870968	44.55645161	0
21	45	2.419354839	50	0
21	47	2.419354839	50	0
21	49	27.41935484	41.33064516	0
21	44	6.85483871	51.20967742	0
21	46	6.85483871	50	0
21	44	2.419354839	48.79032258	1
21	48	9.677419355	43.75	1
21	49	34.67741935	40.92741935	1
21	45	6.85483871	50.2016129	1
21	47	19.75806452	36.08870968	1
21	46	12.09677419	45.16129032	1
22	48	0	50	1
22	49	0	50	1
22	45	0	50	1
22	46	0	50	1
22	44	20.16129032	46.37096774	1
22	47	24.19354839	41.12903226	1
22	45	13.70967742	44.35483871	-1
22	47	18.9516129	39.91935484	-1
22	48	20.16129032	42.74193548	-1
22	44	4.032258065	48.18548387	-1
22	49	34.67741935	38.91129032	-1
22	46	12.90322581	43.9516129	-1
22	45	7.661290323	46.16935484	0
22	46	16.12903226	44.15322581	0
22	48	40.32258065	37.2983871	0
22	44	6.048387097	46.57258065	0
22	47	21.37096774	40.12096774	0
22	49	35.08064516	37.90322581	0
22	46	9.677419355	44.95967742	0
22	45	9.274193548	43.5483871	0
22	47	21.77419355	41.12903226	0
22	49	27.82258065	38.50806452	0
22	44	3.225806452	46.37096774	0
22	48	29.03225806	37.90322581	0
22	47	10.08064516	44.15322581	-1
22	48	19.75806452	42.94354839	-1
22	49	26.20967742	39.31451613	-1
22	46	9.274193548	45.56451613	-1
22	45	17.74193548	44.35483871	-1
22	44	4.435483871	45.56451613	-1
22	47	12.09677419	45.56451613	1
22	44	7.258064516	45.76612903	1
22	46	20.96774194	41.73387097	1
22	48	30.64516129	37.90322581	1
22	49	34.27419355	38.70967742	1
22	45	22.98387097	44.35483871	1
22	46	8.870967742	46.16935484	0
22	48	31.0483871	39.71774194	0
22	44	3.629032258	48.58870968	0
22	45	16.93548387	46.57258065	0
22	49	32.25806452	37.2983871	0
22	47	25.80645161	39.31451613	0
22	46	10.08064516	42.94354839	1
22	49	34.67741935	36.89516129	1
22	45	10.48387097	45.16129032	1
22	47	12.90322581	44.95967742	1
22	48	23.38709677	41.12903226	1
22	44	4.032258065	47.37903226	1
22	46	8.064516129	47.58064516	-1
22	45	4.838709677	47.58064516	-1
22	49	31.85483871	35.68548387	-1
22	48	24.19354839	45.36290323	-1
22	47	29.83870968	35.68548387	-1
22	44	9.274193548	44.55645161	-1
23	45	17.33870968	38.30645161	0
23	48	34.27419355	33.06451613	0
23	49	43.5483871	28.83064516	0
23	44	10.48387097	44.15322581	0
23	46	30.64516129	34.27419355	0
23	47	46.37096774	26.61290323	0
23	46	7.661290323	49.39516129	-1
23	47	15.32258065	53.42741935	-1
23	48	22.58064516	51.61290323	-1
23	49	37.09677419	43.75	-1
23	44	8.064516129	60.68548387	-1
23	45	10.88709677	60.08064516	-1
23	44	12.90322581	45.76612903	1
23	45	12.5	42.13709677	1
23	49	34.27419355	31.4516129	1
23	47	29.03225806	31.25	1
23	46	16.53225806	39.91935484	1
23	48	43.9516129	30.24193548	1
23	47	6.451612903	56.0483871	-1
23	44	3.225806452	61.29032258	-1
23	46	6.85483871	63.50806452	-1
23	45	9.677419355	58.66935484	-1
23	49	24.19354839	44.15322581	-1
23	48	40.72580645	46.77419355	-1
23	47	19.35483871	38.30645161	0
23	45	10.48387097	43.75	0
23	49	41.12903226	28.83064516	0
23	44	8.870967742	50	0
23	46	27.82258065	38.10483871	0
23	48	46.37096774	28.83064516	0
23	44	10.08064516	49.59677419	1
23	47	22.58064516	37.5	1
23	49	45.56451613	24.59677419	1
23	48	38.70967742	27.62096774	1
23	46	16.12903226	38.10483871	1
23	45	24.19354839	36.29032258	1
23	44	10.08064516	43.34677419	1
23	46	20.96774194	37.09677419	1
23	45	10.48387097	43.75	1
23	48	45.96774194	25.40322581	1
23	47	31.85483871	32.25806452	1
23	49	52.01612903	22.98387097	1
23	46	16.53225806	41.33064516	0
23	45	4.838709677	54.23387097	0
23	47	26.61290323	37.09677419	0
23	44	12.90322581	45.36290323	0
23	48	37.90322581	30.04032258	0
23	49	58.46774194	23.58870968	0
23	47	10.08064516	53.22580645	-1
23	44	9.274193548	68.14516129	-1
23	46	15.32258065	70.76612903	-1
23	45	9.274193548	65.32258065	-1
23	48	31.4516129	43.75	-1
23	49	45.56451613	57.45967742	-1
24	45	10.08064516	44.35483871	1
24	49	31.4516129	40.52419355	1
24	47	20.56451613	43.34677419	1
24	48	35.48387097	36.08870968	1
24	46	12.90322581	44.95967742	1
24	44	5.64516129	49.39516129	1
24	46	8.870967742	49.19354839	0
24	48	9.677419355	46.77419355	0
24	49	22.98387097	41.33064516	0
24	44	4.838709677	50	0
24	47	10.88709677	46.57258065	0
24	45	6.048387097	50	0
24	48	12.90322581	44.75806452	-1
24	46	11.29032258	52.62096774	-1
24	49	13.70967742	46.77419355	-1
24	47	7.258064516	48.99193548	-1
24	45	8.064516129	53.02419355	-1
24	44	5.241935484	54.63709677	-1
24	45	6.85483871	51.41129032	0
24	46	6.451612903	52.41935484	0
24	48	16.53225806	43.14516129	0
24	49	25	41.12903226	0
24	47	16.12903226	44.35483871	0
24	44	3.225806452	50	0
24	45	7.661290323	47.37903226	1
24	47	10.08064516	46.16935484	1
24	48	18.5483871	42.13709677	1
24	44	3.629032258	50	1
24	49	30.24193548	32.86290323	1
24	46	15.72580645	42.74193548	1
24	47	10.48387097	53.02419355	-1
24	48	14.11290323	48.18548387	-1
24	49	18.14516129	42.13709677	-1
24	46	11.69354839	48.79032258	-1
24	45	8.064516129	56.0483871	-1
24	44	4.838709677	53.62903226	-1
24	48	13.30645161	51.41129032	-1
24	45	8.064516129	53.42741935	-1
24	46	9.677419355	54.43548387	-1
24	47	11.69354839	51.00806452	-1
24	49	19.75806452	46.37096774	-1
24	44	5.241935484	52.41935484	-1
24	47	9.677419355	45.36290323	1
24	44	4.435483871	49.59677419	1
24	46	6.85483871	47.37903226	1
24	49	33.46774194	32.66129032	1
24	45	8.064516129	45.96774194	1
24	48	16.93548387	41.93548387	1
24	46	8.870967742	50	0
24	48	16.53225806	43.14516129	0
24	47	15.32258065	45.16129032	0
24	49	23.38709677	42.54032258	0
24	45	6.048387097	51.00806452	0
24	44	2.419354839	51.20967742	0
25	45	2.419354839	56.4516129	-1
25	47	2.822580645	57.05645161	-1
25	46	0	54.83870968	-1
25	48	12.09677419	58.66935484	-1
25	49	16.12903226	55.64516129	-1
25	44	0	63.50806452	-1
25	49	10.88709677	56.25	1
25	47	4.032258065	57.86290323	1
25	48	8.467741935	45.36290323	1
25	45	0	56.65322581	1
25	46	6.451612903	46.77419355	1
25	44	0	56.65322581	1
25	46	0.403225806	62.5	0
25	47	1.209677419	60.88709677	0
25	45	0	62.7016129	0
25	44	0	65.32258065	0
25	49	24.19354839	39.11290323	0
25	48	18.14516129	42.13709677	0
25	49	16.93548387	41.93548387	1
25	45	5.241935484	63.30645161	1
25	47	13.70967742	43.34677419	1
25	48	14.11290323	40.32258065	1
25	44	0	50	1
25	46	11.69354839	45.96774194	1
25	47	4.838709677	63.10483871	-1
25	46	4.032258065	60.08064516	-1
25	44	0	50	-1
25	48	16.93548387	42.94354839	-1
25	45	2.822580645	62.7016129	-1
25	49	12.90322581	43.14516129	-1
25	46	0	65.32258065	0
25	45	0	50	0
25	49	18.5483871	42.13709677	0
25	48	10.08064516	43.9516129	0
25	44	0	62.2983871	0
25	47	3.629032258	59.07258065	0
25	44	0	50	0
25	49	7.661290323	45.36290323	0
25	45	0	61.08870968	0
25	47	4.435483871	46.77419355	0
25	46	5.64516129	57.66129032	0
25	48	11.69354839	43.75	0
25	45	1.612903226	58.87096774	-1
25	49	20.96774194	39.31451613	-1
25	46	9.274193548	45.96774194	-1
25	48	12.90322581	44.55645161	-1
25	47	8.064516129	46.77419355	-1
25	44	0	61.69354839	-1
25	49	17.74193548	38.70967742	1
25	45	0	55.64516129	1
25	44	0	50	1
25	48	15.72580645	40.92741935	1
25	47	12.5	43.5483871	1
25	46	0	54.63709677	1
26	44	2.016129032	50.80645161	-1
26	49	13.30645161	46.77419355	-1
26	46	5.241935484	48.99193548	-1
26	48	5.64516129	48.79032258	-1
26	45	4.838709677	50	-1
26	47	6.048387097	48.99193548	-1
26	49	9.677419355	46.77419355	0
26	44	3.629032258	50	0
26	46	4.838709677	49.19354839	0
26	47	12.09677419	46.77419355	0
26	45	4.838709677	50	0
26	48	20.16129032	44.55645161	0
26	46	5.241935484	49.19354839	1
26	48	18.9516129	43.5483871	1
26	47	14.51612903	46.37096774	1
26	49	27.82258065	40.72580645	1
26	44	6.451612903	50	1
26	45	6.451612903	49.39516129	1
26	46	6.451612903	50	1
26	49	22.98387097	44.75806452	1
26	45	8.467741935	49.19354839	1
26	44	5.241935484	50	1
26	48	24.19354839	42.94354839	1
26	47	20.16129032	45.96774194	1
26	48	14.11290323	44.55645161	0
26	44	5.241935484	51.61290323	0
26	47	12.09677419	48.99193548	0
26	49	18.9516129	45.36290323	0
26	45	7.661290323	50.40322581	0
26	46	11.69354839	48.58870968	0
26	49	30.64516129	42.54032258	-1
26	45	8.064516129	52.21774194	-1
26	46	14.51612903	48.58870968	-1
26	47	15.32258065	46.97580645	-1
26	48	28.62903226	41.33064516	-1
26	44	7.258064516	50	-1
26	46	9.274193548	50	1
26	45	5.241935484	50.80645161	1
26	44	6.451612903	50.60483871	1
26	48	25.40322581	43.14516129	1
26	49	25	42.13709677	1
26	47	13.30645161	47.37903226	1
26	46	8.467741935	51.20967742	-1
26	48	14.11290323	47.58064516	-1
26	47	13.30645161	48.99193548	-1
26	49	26.61290323	42.94354839	-1
26	44	5.241935484	50	-1
26	45	12.09677419	47.98387097	-1
26	44	8.467741935	50.60483871	0
26	46	8.064516129	48.99193548	0
26	45	11.29032258	47.98387097	0
26	47	22.58064516	44.15322581	0
26	49	32.25806452	36.49193548	0
26	48	26.61290323	44.75806452	0
27	49	32.25806452	35.68548387	0
27	47	24.59677419	39.51612903	0
27	45	18.5483871	41.53225806	0
27	46	23.38709677	40.32258065	0
27	48	38.30645161	30.64516129	0
27	44	13.70967742	47.58064516	0
27	48	33.46774194	38.91129032	1
27	46	29.83870968	41.53225806	1
27	47	28.62903226	37.2983871	1
27	49	33.87096774	33.46774194	1
27	44	18.9516129	44.35483871	1
27	45	26.20967742	39.71774194	1
27	47	23.79032258	44.35483871	-1
27	49	31.85483871	41.73387097	-1
27	45	14.51612903	48.38709677	-1
27	46	25	44.95967742	-1
27	48	27.82258065	39.51612903	-1
27	44	20.16129032	56.0483871	-1
27	45	16.53225806	58.87096774	-1
27	49	32.25806452	40.12096774	-1
27	44	10.88709677	57.86290323	-1
27	48	28.62903226	42.33870968	-1
27	47	24.19354839	44.75806452	-1
27	46	23.38709677	43.75	-1
27	45	16.53225806	46.37096774	1
27	44	22.17741935	43.14516129	1
27	46	24.19354839	42.54032258	1
27	48	31.85483871	36.89516129	1
27	47	31.4516129	36.69354839	1
27	49	35.88709677	33.87096774	1
27	44	16.53225806	43.9516129	0
27	49	35.48387097	33.87096774	0
27	46	29.83870968	38.30645161	0
27	48	35.08064516	37.7016129	0
27	47	32.66129032	36.49193548	0
27	45	18.9516129	44.75806452	0
27	46	24.19354839	44.55645161	-1
27	49	34.27419355	33.87096774	-1
27	44	17.33870968	49.39516129	-1
27	45	26.20967742	47.58064516	-1
27	47	30.64516129	41.33064516	-1
27	48	32.66129032	35.88709677	-1
27	47	27.41935484	41.93548387	0
27	44	14.51612903	56.85483871	0
27	48	32.66129032	37.5	0
27	49	37.90322581	31.4516129	0
27	46	28.62903226	42.74193548	0
27	45	17.33870968	43.34677419	0
27	44	10.88709677	48.99193548	1
27	49	35.08064516	30.44354839	1
27	46	21.77419355	43.14516129	1
27	45	19.75806452	43.9516129	1
27	47	27.82258065	36.49193548	1
27	48	39.11290323	29.83870968	1
28	47	4.838709677	50	1
28	44	3.629032258	56.65322581	1
28	46	5.241935484	52.01612903	1
28	49	14.91935484	42.94354839	1
28	45	3.629032258	52.01612903	1
28	48	18.14516129	43.75	1
28	46	3.225806452	60.48387097	-1
28	44	4.838709677	59.87903226	-1
28	45	3.225806452	63.91129032	-1
28	48	27.82258065	57.86290323	-1
28	49	20.96774194	46.77419355	-1
28	47	14.11290323	55.64516129	-1
28	46	6.451612903	55.84677419	0
28	48	12.5	46.97580645	0
28	45	3.629032258	69.95967742	0
28	49	29.43548387	34.07258065	0
28	44	2.419354839	51.41129032	0
